timestamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,label
288756,8.179688,4.503906,1.949219,-0.435547,-0.058594,-0.041016,0.249817,0.646729,0.092957,0.7146,down
288761,8.21875,4.503906,1.910156,-0.435547,-0.058594,-0.041016,0.250488,0.646606,0.092346,0.7146,down
288766,8.183594,4.464844,1.910156,-0.308594,-0.123047,-0.019531,0.25116,0.646545,0.091736,0.714478,down
288772,8.222656,4.425781,1.832031,-0.203125,-0.158203,-0.017578,0.251587,0.646606,0.091248,0.714355,down
288777,8.261719,4.390625,1.792969,-0.203125,-0.158203,-0.017578,0.25238,0.646851,0.090454,0.713989,down
288782,8.300781,4.351562,1.832031,-0.203125,-0.158203,-0.017578,0.25238,0.646851,0.090454,0.713989,down
288787,8.300781,4.351562,1.832031,-0.166016,-0.130859,-0.039063,0.25238,0.646851,0.090454,0.713989,down
288792,8.257813,4.3125,1.832031,-0.166016,-0.130859,-0.039063,0.252747,0.646973,0.090149,0.713745,down
288797,8.257813,4.3125,1.832031,-0.173828,-0.060547,-0.105469,0.253906,0.647095,0.089417,0.713318,down
288802,8.179688,4.390625,1.792969,-0.173828,-0.060547,-0.105469,0.254395,0.647034,0.089294,0.713196,down
288807,7.878906,4.503906,1.871094,-0.230469,-0.044922,-0.173828,0.255066,0.646912,0.089172,0.713074,down
288812,7.765625,4.542969,1.949219,-0.259766,-0.033203,-0.197266,0.255798,0.646729,0.08905,0.712952,down
288817,7.613281,4.617187,2.140625,-0.259766,-0.033203,-0.197266,0.256531,0.646606,0.088928,0.712891,down
288822,7.375,4.773437,2.214844,-0.259766,-0.033203,-0.197266,0.257568,0.646362,0.088806,0.712769,down
288827,7.304687,4.808594,2.214844,-0.347656,-0.035156,-0.285156,0.257568,0.646362,0.088806,0.712769,down
288832,7.347656,4.808594,2.253906,-0.347656,-0.035156,-0.285156,0.259705,0.645874,0.088501,0.712463,down
288837,7.414062,4.925781,2.292969,-0.347656,-0.035156,-0.285156,0.260864,0.645569,0.088318,0.71228,down
288842,7.453125,5.0,2.332031,-0.347656,-0.035156,-0.285156,0.262268,0.645325,0.087891,0.712097,down
288847,7.457031,5.0,2.367188,-0.617187,-0.085937,-0.355469,0.263916,0.644958,0.087402,0.711853,down
288852,7.496094,5.039062,2.40625,-0.617187,-0.085937,-0.355469,0.265686,0.644592,0.086731,0.711609,down
288857,7.492187,5.039062,2.445313,-0.617187,-0.085937,-0.355469,0.267334,0.644226,0.08606,0.711426,down
288862,7.457031,5.0,2.484375,-0.837891,-0.142578,-0.371094,0.26947,0.643799,0.085083,0.711121,down
288867,7.457031,5.0,2.523438,-0.904297,-0.152344,-0.371094,0.26947,0.643799,0.085083,0.711121,down
288872,7.492187,4.886719,2.523438,-0.949219,-0.154297,-0.367188,0.271545,0.643372,0.084106,0.710815,down
288877,7.492187,4.886719,2.523438,-0.982422,-0.160156,-0.388672,0.275757,0.642456,0.081909,0.710266,down
288882,7.570312,4.617187,2.523438,-0.982422,-0.160156,-0.388672,0.275757,0.642456,0.081909,0.710266,down
288887,7.609375,4.503906,2.523438,-0.964844,-0.183594,-0.425781,0.275757,0.642456,0.081909,0.710266,down
288892,7.835937,4.464844,2.523438,-0.964844,-0.183594,-0.425781,0.282776,0.641052,0.078491,0.709167,down
288897,7.914062,4.503906,2.484375,-0.964844,-0.183594,-0.425781,0.284912,0.640625,0.077576,0.708801,down
288902,8.035156,4.464844,2.367188,-0.787109,-0.173828,-0.484375,0.284912,0.640625,0.077576,0.708801,down
288907,8.257813,4.582031,2.332031,-0.708984,-0.181641,-0.503906,0.287231,0.640198,0.076782,0.708313,down
288913,8.457031,4.65625,2.253906,-0.708984,-0.181641,-0.503906,0.291199,0.639587,0.075684,0.707336,down
288918,8.457031,4.65625,2.253906,-0.570312,-0.205078,-0.519531,0.293091,0.639404,0.075317,0.706787,down
288924,8.605469,4.734375,2.0625,-0.570312,-0.205078,-0.519531,0.294861,0.639282,0.075134,0.706238,down
288929,8.601563,4.847656,1.871094,-0.570312,-0.205078,-0.519531,0.29657,0.639221,0.074951,0.705566,down
288934,8.71875,4.886719,1.757813,-0.408203,-0.265625,-0.501953,0.29657,0.639221,0.074951,0.705566,down
288940,8.679688,4.925781,1.601563,-0.388672,-0.300781,-0.486328,0.29657,0.639221,0.074951,0.705566,down
288945,8.71875,4.964844,1.488281,-0.390625,-0.328125,-0.478516,0.29657,0.639221,0.074951,0.705566,down
