timestamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,label
146580,-3.460938,2.320313,8.574219,0.748047,0.183594,0.378906,0.971619,0.144897,0.166382,-0.085327,up
146585,-3.5,2.472656,8.609375,0.748047,0.183594,0.378906,0.971008,0.149292,0.166687,-0.084351,up
146591,-3.613281,2.625,8.570313,0.748047,0.183594,0.378906,0.970703,0.151245,0.166809,-0.083862,up
146596,-3.613281,2.625,8.570313,0.705078,0.164062,0.392578,0.970398,0.153137,0.166931,-0.083374,up
146601,-3.613281,2.589844,8.609375,0.705078,0.164062,0.392578,0.970154,0.15509,0.166992,-0.082764,up
146606,-3.613281,2.625,8.6875,0.636719,0.126953,0.390625,0.96991,0.15686,0.167053,-0.082031,up
146611,-3.613281,2.625,8.6875,0.585937,0.117188,0.404297,0.969666,0.158569,0.167053,-0.081482,up
146616,-3.613281,2.625,8.6875,0.585937,0.117188,0.404297,0.969299,0.161621,0.167053,-0.080078,up
146621,-3.652344,2.742188,8.6875,0.585937,0.117188,0.404297,0.969299,0.161621,0.167053,-0.080078,up
146626,-3.652344,2.742188,8.6875,0.445312,0.080078,0.359375,0.968994,0.164307,0.166992,-0.078857,up
146631,-3.726563,2.816406,8.648438,0.425781,0.083984,0.332031,0.968811,0.165649,0.166931,-0.078308,up
146636,-3.652344,2.855469,8.648438,0.380859,0.087891,0.330078,0.968628,0.166809,0.166931,-0.077759,up
146641,-3.574219,2.894531,8.648438,0.380859,0.087891,0.330078,0.968628,0.166809,0.166931,-0.077759,up
146646,-3.5,2.816406,8.609375,0.380859,0.087891,0.330078,0.968384,0.168701,0.166931,-0.076782,up
146651,-3.460938,2.816406,8.574219,0.251953,0.111328,0.34375,0.968262,0.169617,0.166931,-0.076111,up
146656,-3.5,2.742188,8.535156,0.267578,0.140625,0.330078,0.968262,0.169617,0.166931,-0.076111,up
146661,-3.460938,2.703125,8.5,0.267578,0.140625,0.330078,0.968018,0.171265,0.167175,-0.075012,up
146667,-3.421875,2.550781,8.609375,0.267578,0.140625,0.330078,0.967896,0.17218,0.167358,-0.074463,up
146672,-3.460938,2.511719,8.648438,0.3125,0.197266,0.322266,0.967712,0.173157,0.167603,-0.073914,up
146677,-3.5,2.589844,8.730469,0.306641,0.207031,0.328125,0.967712,0.173157,0.167603,-0.073914,up
146683,-3.535156,2.664063,8.652344,0.306641,0.207031,0.328125,0.967346,0.17511,0.168213,-0.072754,up
146688,-3.574219,2.703125,8.648438,0.316406,0.234375,0.3125,0.967163,0.176086,0.168579,-0.072205,up
146694,-3.613281,2.703125,8.652344,0.349609,0.226562,0.304688,0.967163,0.176086,0.168579,-0.072205,up
146700,-3.652344,2.816406,8.730469,0.349609,0.226562,0.304688,0.967163,0.176086,0.168579,-0.072205,up
146705,-3.652344,2.894531,8.726563,0.453125,0.230469,0.273438,0.967163,0.176086,0.168579,-0.072205,up
146710,-3.652344,2.894531,8.6875,0.515625,0.207031,0.265625,0.967163,0.176086,0.168579,-0.072205,up
146715,-3.726563,3.085938,8.6875,0.515625,0.207031,0.265625,0.965881,0.182251,0.170227,-0.070007,up
146720,-3.765625,3.125,8.691406,0.515625,0.207031,0.265625,0.965576,0.183655,0.170471,-0.069702,up
146725,-3.804688,3.164063,8.648438,0.490234,0.177734,0.259766,0.965576,0.183655,0.170471,-0.069702,up
146731,-3.765625,3.164063,8.609375,0.416016,0.154297,0.257813,0.965576,0.183655,0.170471,-0.069702,up
146736,-3.804688,3.238281,8.574219,0.416016,0.154297,0.257813,0.964539,0.188843,0.171265,-0.068237,up
146741,-3.804688,3.238281,8.574219,0.416016,0.154297,0.257813,0.964539,0.188843,0.171265,-0.068237,up
146746,-3.765625,3.238281,8.503906,0.296875,0.128906,0.251953,0.964539,0.188843,0.171265,-0.068237,up
146751,-3.765625,3.238281,8.574219,0.251953,0.126953,0.255859,0.964172,0.190796,0.171509,-0.067505,up
146756,-3.726563,3.203125,8.535156,0.251953,0.126953,0.255859,0.963867,0.192444,0.171753,-0.06665,up
