timestamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,label
80389,4.277344,8.0,-2.976563,-0.208984,-0.044922,-0.046875,0.348694,0.16748,-0.790833,-0.474304,down
80395,4.277344,7.964844,-2.976563,-0.144531,-0.003906,-0.060547,0.348694,0.16748,-0.790833,-0.474304,down
80401,4.238281,7.921875,-2.976563,-0.060547,0.0,-0.082031,0.348694,0.16748,-0.790833,-0.474304,down
80407,4.199219,7.925781,-2.902344,-0.060547,0.0,-0.082031,0.3479,0.16748,-0.789612,-0.476868,down
80413,4.160156,7.964844,-2.902344,-0.060547,0.0,-0.082031,0.347717,0.167786,-0.789551,-0.47699,down
80418,4.085937,7.964844,-2.863281,0.023437,0.039063,-0.119141,0.347595,0.168091,-0.789551,-0.477051,down
80423,4.085937,8.042969,-2.824219,0.021484,0.017578,-0.125,0.347595,0.168091,-0.789551,-0.477051,down
80428,4.046875,8.042969,-2.710938,0.021484,0.017578,-0.125,0.347595,0.168091,-0.789551,-0.477051,down
80434,3.96875,8.082031,-2.671875,0.003906,0.015625,-0.119141,0.347595,0.168091,-0.789551,-0.477051,down
80439,3.96875,8.078125,-2.710938,-0.025391,0.021484,-0.103516,0.347595,0.168091,-0.789551,-0.477051,down
80444,3.929688,8.1875,-2.824219,-0.025391,0.021484,-0.103516,0.347595,0.168091,-0.789551,-0.477051,down
80450,3.96875,8.230469,-2.824219,-0.070312,0.009766,-0.066406,0.347595,0.168091,-0.789551,-0.477051,down
80455,3.929688,8.230469,-2.785156,-0.066406,-0.013672,-0.041016,0.347595,0.168091,-0.789551,-0.477051,down
80460,3.929688,8.265625,-2.785156,-0.054687,-0.03125,-0.029297,0.347595,0.168091,-0.789551,-0.477051,down
80465,3.929688,8.160156,-2.75,-0.054687,-0.03125,-0.029297,0.347595,0.168091,-0.789551,-0.477051,down
80471,3.929688,8.121094,-2.75,-0.054687,-0.03125,-0.029297,0.346436,0.1698,-0.788818,-0.478455,down
