timestamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,label
220211,-9.011719,2.785156,1.414063,-0.269531,-0.080078,0.076172,0.378479,-0.449646,0.461853,0.664307,up
220216,-9.046875,2.785156,1.375,-0.269531,-0.080078,0.076172,0.377808,-0.449585,0.46106,0.665283,up
220222,-8.972656,2.710938,1.414063,-0.269531,-0.080078,0.076172,0.377136,-0.449707,0.460266,0.666138,up
220228,-8.972656,2.75,1.375,-0.269531,-0.080078,0.076172,0.376831,-0.449707,0.460022,0.666443,up
220233,-8.890625,2.75,1.414063,-0.140625,0.0,0.089844,0.376465,-0.449768,0.459778,0.666748,up
220239,-8.78125,2.554688,1.414063,-0.089844,0.027344,0.097656,0.376465,-0.449768,0.459778,0.666748,up
220244,-8.707031,2.519531,1.414063,-0.044922,0.039063,0.123047,0.376465,-0.449768,0.459778,0.666748,up
220250,-8.625,2.480469,1.453125,-0.001953,0.052734,0.130859,0.376465,-0.449768,0.459778,0.666748,up
220256,-8.628906,2.402344,1.453125,0.037109,0.076172,0.140625,0.375,-0.449646,0.460571,0.667114,up
220261,-8.667969,2.363281,1.527344,0.037109,0.076172,0.140625,0.374756,-0.449524,0.460937,0.667053,up
220266,-8.628906,2.441406,1.566406,0.037109,0.076172,0.140625,0.374634,-0.449402,0.461426,0.666931,up
220271,-8.667969,2.480469,1.605469,0.037109,0.076172,0.140625,0.374634,-0.449402,0.461426,0.666931,up
220276,-8.746094,2.671875,1.566406,0.183594,0.080078,0.123047,0.374634,-0.449402,0.461426,0.666931,up
220281,-8.78125,2.785156,1.566406,0.183594,0.080078,0.123047,0.37439,-0.448853,0.463074,0.666321,up
220286,-8.824219,2.710938,1.566406,0.224609,0.048828,0.099609,0.37439,-0.448853,0.463074,0.666321,up
220291,-8.855469,2.710938,1.644531,0.224609,0.048828,0.099609,0.37439,-0.448608,0.463562,0.666077,up
220296,-8.972656,2.785156,1.71875,0.222656,0.021484,0.091797,0.37439,-0.448608,0.463562,0.666077,up
220301,-9.046875,2.863281,1.757813,0.222656,0.021484,0.091797,0.374634,-0.447815,0.465088,0.665466,up
220306,-9.085938,2.941406,1.71875,0.148437,-0.033203,0.041016,0.374634,-0.447815,0.465088,0.665466,up
220311,-9.203125,3.054688,1.757813,0.148437,-0.033203,0.041016,0.374756,-0.447571,0.465393,0.665344,up
220316,-9.203125,3.054688,1.757813,0.148437,-0.033203,0.041016,0.374939,-0.447205,0.465698,0.665283,up
220321,-9.238281,3.09375,1.796875,0.148437,-0.033203,0.041016,0.374939,-0.447205,0.465698,0.665283,up
220326,-9.234375,3.132813,1.71875,-0.103516,-0.087891,0.021484,0.374939,-0.447205,0.465698,0.665283,up
220331,-9.207031,3.054688,1.796875,-0.103516,-0.087891,0.021484,0.375,-0.447021,0.465454,0.665527,up
220336,-9.164063,2.976563,1.796875,-0.103516,-0.087891,0.021484,0.374878,-0.44696,0.46521,0.665833,up
220341,-9.164063,2.941406,1.71875,-0.267578,-0.058594,0.044922,0.374878,-0.44696,0.46521,0.665833,up
220346,-9.167969,2.785156,1.644531,-0.267578,-0.058594,0.044922,0.374451,-0.447021,0.464355,0.666565,up
220351,-9.167969,2.785156,1.644531,-0.279297,-0.046875,0.066406,0.374084,-0.447144,0.463928,0.666992,up
220356,-9.125,2.402344,1.796875,-0.279297,-0.046875,0.066406,0.373779,-0.447205,0.463562,0.667419,up
220362,-9.125,2.363281,1.796875,-0.1875,0.001953,0.060547,0.373779,-0.447205,0.463562,0.667419,up
220367,-9.046875,2.363281,1.757813,-0.1875,0.001953,0.060547,0.372742,-0.447571,0.462708,0.668335,up
220373,-8.972656,2.59375,1.835938,-0.1875,0.001953,0.060547,0.372559,-0.447571,0.462708,0.668396,up
220378,-8.96875,2.632813,1.796875,0.09375,0.050781,0.082031,0.372559,-0.447571,0.462708,0.668396,up
220385,-8.96875,2.632813,1.796875,0.177734,0.068359,0.091797,0.372559,-0.447571,0.462708,0.668396,up
220390,-9.128906,2.710938,1.871094,0.177734,0.068359,0.091797,0.372314,-0.447266,0.463806,0.667969,up
220395,-9.207031,2.710938,1.910156,0.275391,0.070312,0.095703,0.372314,-0.447266,0.463806,0.667969,up
220401,-9.167969,2.902344,1.988281,0.275391,0.070312,0.095703,0.372498,-0.446716,0.465149,0.667297,up
220406,-9.128906,2.976563,1.988281,0.296875,0.035156,0.050781,0.372681,-0.446472,0.465759,0.666992,up
220412,-9.085938,3.015625,1.988281,0.261719,0.005859,0.033203,0.373047,-0.445984,0.466675,0.666443,up
220417,-9.125,3.09375,1.949219,0.121094,-0.041016,-0.001953,0.373291,-0.44574,0.46698,0.66626,up
220422,-9.046875,3.132813,2.027344,0.121094,-0.041016,-0.001953,0.373413,-0.445618,0.467102,0.666199,up
220427,-9.011719,3.132813,1.910156,0.121094,-0.041016,-0.001953,0.373474,-0.445557,0.46698,0.66626,up
220432,-8.972656,3.09375,1.910156,-0.183594,-0.083984,-0.013672,0.373413,-0.445557,0.466736,0.666504,up
220438,-8.933594,2.976563,1.949219,-0.183594,-0.083984,-0.013672,0.37323,-0.445679,0.466248,0.666809,up
220444,-8.855469,2.863281,1.910156,-0.183594,-0.083984,-0.013672,0.373047,-0.445801,0.465759,0.667175,up
220451,-8.824219,2.824219,1.871094,-0.347656,-0.072266,0.003906,0.373047,-0.445801,0.465759,0.667175,up
220457,-8.746094,2.75,1.835938,-0.349609,-0.060547,-0.001953,0.373047,-0.445801,0.465759,0.667175,up
220462,-8.785156,2.75,1.871094,-0.349609,-0.060547,-0.001953,0.371643,-0.446716,0.46344,0.668945,up
