timestamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,label
190801,5.394531,7.660156,-3.589844,0.166016,-0.117188,-0.080078,0.169983,-0.245911,-0.781921,-0.546997,down
190806,5.355469,7.578125,-3.472656,-0.119141,-0.207031,-0.091797,0.169373,-0.246033,-0.781982,-0.547058,down
190812,5.394531,7.5,-3.433594,-0.138672,-0.220703,-0.109375,0.169373,-0.246033,-0.781982,-0.547058,down
190818,5.355469,7.382812,-3.472656,-0.138672,-0.220703,-0.109375,0.168091,-0.246277,-0.781921,-0.547424,down
190823,5.355469,7.382812,-3.472656,-0.140625,-0.216797,-0.113281,0.168091,-0.246277,-0.781921,-0.547424,down
190828,5.316406,7.34375,-3.472656,-0.128906,-0.210937,-0.119141,0.168091,-0.246277,-0.781921,-0.547424,down
190833,5.355469,7.316406,-3.511719,-0.128906,-0.210937,-0.119141,0.166077,-0.246643,-0.78186,-0.547974,down
190839,5.316406,7.316406,-3.511719,-0.128906,-0.210937,-0.119141,0.166077,-0.246643,-0.78186,-0.547974,down
190844,5.316406,7.273437,-3.472656,-0.021484,-0.181641,-0.138672,0.166077,-0.246643,-0.78186,-0.547974,down
190849,5.316406,7.34375,-3.589844,-0.021484,-0.181641,-0.138672,0.164124,-0.246887,-0.782104,-0.548096,down
190854,5.277344,7.382812,-3.550781,-0.021484,-0.181641,-0.138672,0.163574,-0.246826,-0.782288,-0.548096,down
190859,5.277344,7.386719,-3.589844,-0.021484,-0.181641,-0.138672,0.163086,-0.246765,-0.78241,-0.548035,down
190864,5.277344,7.425781,-3.625,0.019531,-0.119141,-0.154297,0.162231,-0.24646,-0.782776,-0.547913,down
190869,5.277344,7.539062,-3.625,0.019531,-0.119141,-0.154297,0.162231,-0.24646,-0.782776,-0.547913,down
190874,5.238281,7.539062,-3.664063,0.013672,-0.087891,-0.166016,0.161865,-0.246277,-0.782898,-0.547913,down
190879,5.203125,7.578125,-3.625,0.013672,-0.087891,-0.166016,0.161438,-0.246033,-0.783081,-0.547913,down
190884,5.203125,7.542969,-3.589844,0.013672,-0.087891,-0.166016,0.161072,-0.24585,-0.783203,-0.547913,down
190889,5.164062,7.578125,-3.625,0.013672,-0.087891,-0.166016,0.160583,-0.245605,-0.783325,-0.547974,down
190894,5.203125,7.617187,-3.625,-0.101563,-0.070312,-0.177734,0.160156,-0.245422,-0.783386,-0.548096,down
190899,5.164062,7.65625,-3.664063,-0.101563,-0.070312,-0.177734,0.159729,-0.245178,-0.783386,-0.548279,down
190904,5.125,7.734375,-3.664063,-0.101563,-0.070312,-0.177734,0.159302,-0.244995,-0.783386,-0.548523,down
190910,5.125,7.808594,-3.664063,-0.130859,-0.085937,-0.171875,0.158264,-0.244629,-0.783325,-0.549072,down
190915,5.164062,7.808594,-3.664063,-0.167969,-0.085937,-0.166016,0.157776,-0.244446,-0.783264,-0.549438,down
190920,5.125,7.808594,-3.742188,-0.175781,-0.085937,-0.164062,0.157288,-0.244324,-0.783142,-0.549805,down
190925,5.125,7.734375,-3.625,-0.175781,-0.085937,-0.164062,0.156799,-0.244202,-0.78302,-0.55011,down
190931,5.125,7.578125,-3.625,-0.175781,-0.085937,-0.164062,0.15625,-0.244141,-0.782959,-0.550415,down
190936,5.164062,7.5,-3.625,-0.123047,-0.083984,-0.121094,0.15625,-0.244141,-0.782959,-0.550415,down
190941,5.125,7.539062,-3.664063,-0.123047,-0.083984,-0.121094,0.155518,-0.243958,-0.782837,-0.550842,down
