timestamp,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,label
144153,-7.984375,4.503906,-0.601562,0.009766,0.275391,0.300781,0.262085,-0.431091,0.588745,0.631531,up
144159,-8.027344,4.425781,-0.523437,0.009766,0.275391,0.300781,0.261292,-0.431091,0.589294,0.631348,up
144164,-7.988281,4.390625,-0.445312,0.009766,0.275391,0.300781,0.260498,-0.431152,0.589844,0.631104,up
144169,-7.984375,4.425781,-0.484375,0.09375,0.230469,0.240234,0.260498,-0.431152,0.589844,0.631104,up
144175,-7.984375,4.464844,-0.445312,0.130859,0.228516,0.212891,0.260498,-0.431152,0.589844,0.631104,up
144180,-8.066406,4.65625,-0.445312,0.130859,0.228516,0.212891,0.258667,-0.431091,0.591797,0.630127,up
144186,-8.140625,4.734375,-0.445312,0.248047,0.193359,0.171875,0.258667,-0.431091,0.591797,0.630127,up
144191,-8.171875,4.8125,-0.410156,0.283203,0.1875,0.154297,0.258667,-0.431091,0.591797,0.630127,up
144196,-8.144531,4.847656,-0.445312,0.283203,0.1875,0.154297,0.257874,-0.430786,0.594055,0.628479,up
144202,-8.214844,4.964844,-0.445312,0.283203,0.1875,0.154297,0.25769,-0.430481,0.595642,0.627319,up
144207,-8.171875,5.003906,-0.371094,0.283203,0.1875,0.154297,0.25769,-0.430481,0.595642,0.627319,up
144212,-8.210938,5.078125,-0.445312,0.320313,0.076172,0.097656,0.25769,-0.430481,0.595642,0.627319,up
144217,-8.210938,5.117187,-0.410156,0.320313,0.076172,0.097656,0.257813,-0.430115,0.596985,0.626221,up
144222,-8.210938,5.078125,-0.410156,0.320313,0.076172,0.097656,0.257935,-0.429871,0.597595,0.625732,up
144228,-8.140625,5.078125,-0.410156,0.171875,-0.013672,0.048828,0.258118,-0.429504,0.598267,0.625244,up
144233,-8.101563,5.003906,-0.445312,0.171875,-0.013672,0.048828,0.25824,-0.429321,0.598389,0.625244,up
144238,-8.027344,4.964844,-0.410156,0.171875,-0.013672,0.048828,0.25824,-0.42926,0.598328,0.625366,up
144243,-7.984375,4.886719,-0.445312,-0.121094,-0.113281,-0.007813,0.25824,-0.42926,0.598328,0.625366,up
144248,-7.910156,4.773437,-0.445312,-0.164062,-0.123047,-0.017578,0.258301,-0.429138,0.598145,0.625549,up
144254,-7.789062,4.734375,-0.484375,-0.164062,-0.123047,-0.017578,0.258362,-0.429077,0.597534,0.626221,up
144259,-7.789062,4.734375,-0.484375,-0.191406,-0.126953,-0.03125,0.258362,-0.429016,0.597168,0.626587,up
144265,-7.757812,4.621094,-0.484375,-0.191406,-0.126953,-0.03125,0.258423,-0.429016,0.596741,0.626953,up
144271,-7.71875,4.582031,-0.484375,-0.191406,-0.126953,-0.03125,0.258423,-0.429016,0.596741,0.626953,up
144277,-7.761719,4.582031,-0.445312,-0.126953,-0.117188,-0.052734,0.258423,-0.429016,0.596741,0.626953,up
144283,-7.71875,4.582031,-0.484375,-0.083984,-0.101563,-0.054687,0.258789,-0.429016,0.595581,0.627869,up
144288,-7.761719,4.65625,-0.523437,-0.083984,-0.101563,-0.054687,0.258972,-0.428955,0.595459,0.62793,up
144294,-7.789062,4.65625,-0.523437,0.048828,-0.068359,-0.060547,0.259216,-0.428955,0.595398,0.62793,up
144299,-7.832031,4.773437,-0.5625,0.048828,-0.068359,-0.060547,0.25946,-0.428955,0.595459,0.627808,up
144304,-7.871094,4.773437,-0.601562,0.048828,-0.068359,-0.060547,0.259644,-0.428894,0.59552,0.627686,up
144310,-7.910156,4.847656,-0.523437,0.048828,-0.068359,-0.060547,0.259888,-0.428894,0.595581,0.627502,up
144315,-7.910156,4.886719,-0.523437,0.113281,-0.023437,-0.044922,0.259888,-0.428894,0.595581,0.627502,up
144321,-7.945312,4.886719,-0.484375,0.099609,-0.023437,-0.039063,0.259888,-0.428894,0.595581,0.627502,up
144327,-7.945312,4.886719,-0.484375,0.099609,-0.025391,-0.039063,0.259888,-0.428894,0.595581,0.627502,up
144333,-7.949219,4.925781,-0.484375,0.066406,-0.041016,-0.042969,0.259888,-0.428894,0.595581,0.627502,up
144338,-7.984375,4.925781,-0.484375,0.066406,-0.041016,-0.042969,0.261108,-0.428711,0.596191,0.626587,up
144343,-7.984375,4.925781,-0.484375,0.066406,-0.041016,-0.042969,0.261292,-0.42865,0.596191,0.626526,up
144348,-8.023438,4.964844,-0.523437,0.066406,-0.041016,-0.042969,0.261292,-0.42865,0.596191,0.626526,up
144353,-8.027344,4.925781,-0.523437,0.011719,-0.068359,-0.048828,0.261292,-0.42865,0.596191,0.626526,up
144358,-8.027344,4.925781,-0.523437,0.011719,-0.068359,-0.048828,0.26178,-0.428589,0.596069,0.626465,up
144363,-8.023438,4.964844,-0.523437,0.011719,-0.068359,-0.048828,0.261963,-0.428589,0.596008,0.626465,up
144368,-7.984375,4.886719,-0.5625,0.011719,-0.068359,-0.048828,0.261963,-0.428589,0.596008,0.626465,up
144373,-7.949219,4.925781,-0.523437,-0.009766,-0.076172,-0.064453,0.26239,-0.428589,0.595764,0.626526,up
144378,-7.949219,4.886719,-0.601562,-0.009766,-0.076172,-0.064453,0.26239,-0.428589,0.595764,0.626526,up
144383,-7.984375,4.886719,-0.601562,-0.001953,-0.066406,-0.066406,0.26239,-0.428589,0.595764,0.626526,up
144388,-7.910156,4.886719,-0.523437,-0.001953,-0.066406,-0.066406,0.262817,-0.428589,0.59552,0.626587,up
144394,-7.90625,4.847656,-0.601562,-0.001953,-0.066406,-0.066406,0.263123,-0.42865,0.595337,0.626587,up
144400,-7.90625,4.886719,-0.601562,-0.001953,-0.066406,-0.066406,0.263245,-0.42865,0.595276,0.626526,up
144405,-7.90625,4.886719,-0.601562,0.019531,-0.029297,-0.044922,0.263367,-0.428711,0.595276,0.626526,up
144411,-7.910156,4.925781,-0.601562,0.023437,-0.011719,-0.041016,0.263367,-0.428711,0.595276,0.626526,up
144417,-7.988281,5.039062,-0.601562,0.023437,-0.011719,-0.041016,0.26355,-0.428772,0.595337,0.626282,up
144423,-7.945312,5.039062,-0.601562,0.060547,0.019531,-0.009766,0.26355,-0.428772,0.595337,0.626282,up
144428,-8.023438,5.078125,-0.601562,0.060547,0.019531,-0.009766,0.263611,-0.428894,0.595581,0.625977,up
144434,-8.023438,5.117187,-0.636719,0.060547,0.019531,-0.009766,0.263611,-0.428894,0.595886,0.625671,up
144439,-8.023438,5.117187,-0.636719,0.0625,0.041016,0.029297,0.26355,-0.428894,0.59613,0.625488,up
144444,-8.027344,5.15625,-0.675781,0.056641,0.052734,0.046875,0.263489,-0.428894,0.596313,0.625305,up
144449,-8.023438,5.078125,-0.601562,0.056641,0.052734,0.046875,0.263367,-0.428894,0.596558,0.625183,up
144454,-7.988281,5.039062,-0.5625,0.056641,0.052734,0.046875,0.263184,-0.428894,0.59668,0.625061,up
144459,-7.984375,5.003906,-0.5625,-0.007813,0.056641,0.078125,0.262939,-0.428894,0.596863,0.625,up
144465,-7.984375,4.964844,-0.5625,-0.007813,0.056641,0.078125,0.262756,-0.428894,0.596985,0.625,up
